class,tweet
1,roberto one nasti hoe
1,sorri jb  justin come back top comment justin timberlak video  million view son fuck bitch
1,search incred stori  white man quest find ingredi necessari make caribbean jerk chicken redneck land
1,sell soul materi wish fast car bitch tupac smile remix
1,shake bear  aka two redneck sex dead bear
1,shall compar thee  day  day bitch
1,gotta shape pussi lip tho postprettypussi whole wheat organ pussi 
1,said wigga man richtak durag 
1,bitch anyway
1,shes florida youv got sniff test swamp pussi 
1,slow fuck bitch know liveclassi young ladi
1,hes good footbal playerbut still act like nig
1,stop pussi son shove needl heart afterearth
1,stop look us go eat pussi yuppi fuck
1,takin straight dirt whi finger pussi know put dick 
1,aint bro move hoe move
1,girl plain look borderlin ugli amp chunki hey least shes got nice smile amp great person
2,devil grow insid heart selfish wickedwhit brown yellow black color restrict
2,water isnt yellow im healthi student
1,hoe aint loyal
1,hoe keep callin aint pickin 
0,sour appl bitter bitch im fuckin wit em
1,faggot jonniesantana oriol petti fuckgot swept outta bitch
1,ghetto ass band  get snuck 
2,divis trash nomeekjustmilz saint gon win nfc southwatch
1,fan wait bitch nigga hate  old hoe date look mama  
1,ghetto motherfuck missi elliott
2,recip call leftov browni hell leftov browni browni havent eaten 
1,ratchet broad dont repres white ass cant talk trash caus racist shit black
1,trust noneee bitch dont 
1,twitter twitter bitch twitter life
2,two road diverg yellow wood chose one  robert frost giant
1,u got  bitch niggaal haymon antonio tarver
1,uhuh empti heart empti bottl yellow cab would like catch cuz yo latest ex made u mad
1,use girlfriend got hoe lookin good girl fuckin low
1,virgin pussi     regular pussi      oomf pussi 
1,whaaaaaat lmaooo cromotoast creepgoddess whi luv u fat bitch cuz yall got big ole titti phat booti
1,walk bitch like nigga made
0,hate nigger hate faggot hate spicskkk ralli
0,queer    hut like butt
1,well bitch biolog said 
1,betysweetcock gotta report spam rt  ladi rt head game better pussi
1,im done hoe pass squad g
0,fuck callin jiggaboo nigga
0,whi peopl think gay marriag okay beyond sorri dont want futur son see  fag walk street hold hand
1,whi u littl bitch chris aint six bitch  allison mom
1,whi would want play pussi  jimmyfallon dead snl
1,whi would wanna green ranger hes evil duh bitch
1,whi would want pussi side burn good question  hahahahaha 
1,shank bitch cevich
1,work  tydollasign get rough day hahaha hoe
1,wow bitch  yes alreadi establish anyth els say
1,yall forget brand new babi girl home bitch cooki burn
2,yah said word mtzraymegyptian peopl ysrahal inherit kushiteethiopian
2,yaoooooooo yeaimjamaican mawnin yardi 
1,yo bitch horn tryna shoot porn  kingl shirt worthi toni
1,yo sublet pussi shitfahdsay
1,yo feet smell like puss  whut  like flower bitch  omg
1,yo mama bitch rt theacetjshow one sentenc end relationship
0,aint gunna shit spear chucker
1,aint bitch favorit respons long text
1,yo boy pussi cat
1,cunt
1,pull pussi dodg collect panti alright stormi jake 
1,take someon ghetto cant take ghetto
1,dont like us color folk hell color white fuck 
1,got hella hoe 
2,hit light line toco bell  morn diana back hous miracl  charli dianaaaxo
1,look cute today  realli helll swerv hoe
2,look like littl bird help get dress morn
0,ol trout mouth ass bitch deeeeaaaadd
1,talk like fag shit retard cool scro lot tard live total kickass live
1,took land could make retard diaper sureus imagecool redskin nfl concuss joke
1,garden rose bitch weed
1,fuck shit dumb ass cunt go post pictur flat ass titti ig slut
1,queer 
1,homeboy look bad give cash hoe
2,teeth like star aww thank yeah yellow far away
1,yup fuck em alohahoesss play like trash rt  clipper dont wanna play lol
1,aint time hoe get lol ariana mom say us
1,bitch  chellyhernandez
0,ayo even kill handicap crippl bitcheslook scalp real close youll see tripl six
1,bitch freak shit
1,bitch vagina littl resili rosestoko
1,love nah bitch aint love
1,pussi root drama attribut put head mama
1,call keyshawn johnson caus im catchin erri hoe
1,captain save hoe annoy phrase
1,day judgement everybodi gonna look big jumbotron watch fuck majjinn buu bitch
1,dont let side bitch settl might headbutt evelyn
1,dont show bitch unless look like dolli parton
0,fuck pussi ass hater go suck dick die quick  someon youtub comment think wed good friend
2,hick raver venn diagram veri larg intersect
1,hoe suck dick cus look like john stockton hit em wit choppa luke fatherrr  lilbthebasedgod
1,wasnt work place id deck aye fuck right id give tyson  combo nd end uppercut shut fuck bitch
1,suck dick dip shes onli keeper true redneck woman  kim dad
1,im gonna rip bitch apartrip apartlol
1,britney bitch  bibl leviticus  
1,nigga bitch bitch ass nigga dike ass hoe black ass bright ass hoe fag tag scalli wag
1,pussi tryna go studio dont call mufuckin crib like god yo word god buss yo shit god word
1,oh ya hoe think cute skin tight cat suit assum bodi boomin disput
1,omg bitch fuck stupid swear blah blah blah week later omg ilysm bae ur best friend swear
0,way fuck bitch name lord  mr race
0,poor whitey 
1,ride bros still dont trust hoe
1,weekend go fabul naa man see nae cunt theyll ko  second flat hate u fuckgm
1,whatev good one abraham lincoln quot yall hoe
1,guy say latina gt mean kim kardashian look girl bitch shape like mini fridg amp smell like tortilla
2,rapper say twat make feel weird 
1,better pipe pussi  wth doe even mean
1,fuck pussi couldnt even beat dick  angri youtub comment
1,cunt right 
1, son bitch moment rain forget car window
1, needi hoe ratchet hoe sidelin hoe beggin hoe dumb hoe look love facebook hoe
1, get hit ani bitch campus want
1, khamruz fa blowin tl like bitch spare tire leavin dairi queen
2, rt  snoop justin much fun charli wilson tribut betaward 
1, pussi feel 
1, pussi bitch
0,azmonsoon lot rain bad wasnt enough wash away teabagg racist white trash state tcot teaparti azflood
1,alexfromtarget get million retweet chrisfromwalmart cant even get bitch text back 
1,alexfromtarget bitch wetlmmfao
1,anncoult still call obama communiti organ syria well still cunt well
1,asagiraff pussi 
2,askdem arent embarrass charli rangel remain caucus
1,bob bass bitch  bitch dick fish dock
2,break ap call mass governor race charli baker watch live coverag wcvb stream onlin 
1,bangbangbirdgang ya bitch  fruit loop
1,bartend becom real bitch bartend way way taller bar design holi back pain
1,bestsongtohavesexto bitch love sosa bangbang
2,bigbird made gay coupl yes gop world bird would exist sinc creator would jail sodomi
1,bitchslapthursday  pure passion door open   watch game bitch  
2,blessjesus amo   two walk togeth except agre
2,blessjesus amo  hate one uphold justic court detest one tell truth
2,blessjesus crown head sole feet
2,blessjesusair matthew  look bird air yet heaven father feed themar much valuabl
2,blessjesuslov happi belat  sixtyfifth  birthday  aunt mari agn strong
1,  hungrier phat ho diet ig 
1,burnnotic fi shoot bean bag round guy  hurt like bitch dont
0,california full white trash
0,california full white trash move oklahoma
1,celebrityleakedphoto yeahgt know feel know nsa phone quit whine like muslim bitch
1,christianbal kiss mose ass fight god otherwis might fuck deadgt retard ass actor faggot
2,commonquestionigetwhi uou ghetto
1,cowboy  bitch cowboysn anoth great win ilov team
1,crack whip cracker
0,dtla trash becaus noneuropean allow live
1,duh transhuman becaus theyr possibl tuck peni emperorira bitch got man boob 
1,dearfeministmen easier way get pussi wout sacrif man hoodbest dont includ lose ur self respect
1,degenerateartist aint fuckin around allah retard crestgt got bless jesus next fake ass textgt
1,degenerateartist cant cardgt im french muslim retardgt dont expect demand child bride yard cuz got man dickgt
1,degenerateartist isnt bitch walk back wordsgt isnt witch question turdgt im glitch evolv absurd
1,degenerateartist know wordsgt bo jingo dangl fan slang ho ting pang lick drum swing flick alarm bicgt cant hear fire
2,degenerateartist sniff whiffi ball involuntari cuz fairi walk downtown hairi climatechang scari sens hillbilli sneezegt
2,derekjet lifelong yanke man miss firstballotunanim
0,dutch farmer white trash
0,dutch peopl live outsid newyorkc white trash
2,earlybird earli morn sunris dawn bird thebird jerryre  kansa citi 
2,ebola great thought panic bird flu bad realli aint got time
2,ebola great metaphor gop teaparti polici eat vital organ host die tcot teabagg
2,explainananimeplotbad boy monkey tail grow savior futurist yet old earth
1,fact rt keyshbechillin kany best good piec pussi fuck
1,fact femal tweet dayum day r hoe need attent ij wontgetm
2,femalelog wors jig im convinc
2,firecashman whi becaus root royal octob yanke
1,freeelchapo trend whi cus french montana bitch ass fuck think sell drug cool lamest poser
1, bitch go  mo 
1,freshmanadvic aint hoe get traphouseeeeeee
2,glori isaiah mom ask want browni said thank said fast
2,holidayseasonl shyglizzi pli shi glizzi feat pli  free tha gang 
2,happycolumbusday  wasnt americakarlmarx would never thought share coloni injun 
2,happycolumbusday hate sound peta callous allbut buffalo lot wors injun
1,havok one bad bitch wouldnt wanna mess tna impact
2,hellyeah rt bacongawd rt huffingtonpost happi fall pumpkin spice oreo  
2,hellobrookland monroestmarket open serv free sampl cider vegan slider browni 
2,holyspirit joshua  everi place sole foot shall tread upon given unto said unto mose
1,honestyhour middl school hoe use call mandingo warrior
1,idonthavetimefor ratchet hoe
1,ihopesomeday hoe find relationship instead ruin
1,istandwithrand wise rino pussi real leader like rand cruz lee bachmann etc actual exist fight go home teaparti
2,iu  straight nation colleg soccer champion wow hoosiern hoosier 
2,iu make honorari student id way cooler intern student footbal card hoosier
1,ifthepurgewasr id best prostitut madam ever hey got pussi shouldnt broke right lmao jk
1,ifwed eat da pussi better lesbian
1,inmiddleschool fat hell band faggot thank god play sport  grade didnt stay band
2,indigenouspeoplesday right becaus redskin lot queen right nomg sofunni
1,indigenouspeoplesday haha fuckin retard commi hunter biden love snortin pygmi fairi dust dont liber
0,iowa full white trash
2,iraq gov troop hand sever defeat isi saqlawiya  chatter  soldier lost amp jihadi rave
0,jesuschrist straightgt whi faggot kill period sonofgodgt
1,kanyeshrug lol  thot like  rt  shainarakia onli great thing bitch offer 
1,lingo  nicca tryn talk like
1,mentionadislik hoe thinkin bad even tell bitch calm u averag
1,messagetomyfuturespous u better cook clean bitch ill give u money aint cleanin dish makin plate
0,minnesota full white trash
1,myunpopularopinion spanish bitch suck dick  babi  becaus theyr alreadi fine dress slutti
1,nl queen remind still dont get whi janell mona perplex peopl think shes queer
2,np centuri fob
1,nationalcatday sure celebr  billion bird death blame climatechang fuckin commi
2,natitud okay im onli go say onc comb yer beard lol wigger
2,nowplay  bt feat tori amo  blue sky radio edit   
2,nowplay  great white  onc bitten twice shi   
2,nowplay  ian hunter  onc bitten twice shi   
2,nowplay  door  wasp texa radio big beat   
1,oomef yeah kno pussi whip nigga put ring 
1,onlyinamichaelmyersmovi bitch run hundr meter dash niqqa whos actual take time walk amp u still get kill
2,pdplive novemb  get earli bird ticket  lifeofshan 
2,pacern  road perfect way continu iubb finish nba pacer indiana hoosier
1,peopletoavoidvaleri jarrett control reflex bitch slap
1, littl brother hate admit dirkalis know whi hes still lil bitch though fuck
1,qtna rt  yall bitch gon breast feed wit nippl ring 
1,questioniaskmyself whi slap hoe tuh solv someth ima leav alonei never usual listen
2,radiofreenorthwest  read respons amp mock fbi andi real polit liv awaken gretchen
1,rayric bitch justsay
1,rayric still bitch nfl got one wrong women fan livid noexcus
0,reasonswecantbetogeth u talkin nig smash da homi
1,reasonswhywedontgetalong hoe stop focus suck dick focus get rich
1,rebelsci share whaddupgt cloud hog windturbin like fuckin gasbag son bitch
0,rebelsci use actual woman genet engin lab natur clone someth faggot rome
2,redsox focus oriol knock last year hatr yanke umteen year lol
1,remak granni dcyoungfli  teamignat hoodcomedi damn bitch bab big  
2,royal  fantast readi tomorrow sweep dispos os yanke  except month
2,royal milwauke let yost gonow wish hadnt caus suckhow nowh guy win lose yanke fire girardi 
2,ruinacomedian midnight charli lapdanc
1,ruinadessert midnight fairi queen nomggt fuck obama panti
1,shoutout everybodi follow nicca
1,shoutout  nicca salut
1,shoutout macktown nicca
1,shoutout exit  nicca realniccasalut
1,signsofcockblockin gtrt tribexyunglion niggah tell hoe im talk cant get  fuckniggah
2,skate trash
0,slightlyadjust rt capotoheaven nigger wanna fuck tweet drink pineappl soda day
0,somethingigetalot asian black hawaiian gay retard drunk
0,southcarolina full white trash
1,splashgang pussi naz ay bennybalboa tri tell naz
2,stopwhitepeopl rt   case west nile virus infect report orang counti year  dead bird found carri virus
2,tbt love forev ling ling  brittneycordova 
2,theboondock  nicca
2,truth rt notashley david charli brown scandal
1,son bitch moment final get bed bladder decid time piss
1,son bitch moment turn radio favorit song end song
1,son bitch moment walk hous dark stub littl toe wall
1,thatfuckmemo leav car window rain car look like hurrican katrina ran bitch
1,themostannoyingthingsinlif peopl never happi bitchnmoan  time
0,thingsiwillteachmychild play deez nigga n bitch dat snake
1,thingsnottodoonafirstd give da dick u gotta half stroke da pussi bc u dump dick dat bitch gon becom extrem anoyin
1, lil bitch follow  
1,tomyfutureson fuck dem hoe better love dem hoe
0,trayvonmartin refer zimmerman creepi ass cracker racist thug
0, pontiac sprinklernigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga
1,tweetlikeyourbestfriend made  bitch lilkreb
1,umightnotgetin  fucc nicca beerandtaco wethelastonesleft 
0,vinitahegwood get job naacp ag hear like divers toler long aint cracker tcot
0,virginia full white trash
2,wearerepublicnotregim potus bo violat usa sovereignti wopen borderjihadiscriminaldiseasedhaitianssamerican impeachobama
0,westvirginia full white trash
2,whatimcrav peanut butter oreo 
1,whatwouldyouchangeaboutyourpast hoe wast time
1,whyihateinstagram make bitch cheat four point scale  
2, hunter penc annoy red sox player shave fool take  
2,yanke
2,yanke firecashman dont want arod back
2,yanke jeter let play entir inning fit
2,yanke sec robertson guy fantast sec pitcher
2,yanke  astro  mccarthi outduel keuchel seri final 
2,yanke  nine straight hit price night
2,yanke damn directtv blackout yanke game freak walk kill satellit douch
2,yanke damn well joe move bullpen realli help
